Time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
3805,0.06,0.03,-0.03,-0.045,0.045,0,-0.025,0,0.005,-0.005,0.025,0
3806,0.062,0.031,-0.03,-0.047,0.046,0,-0.029,-0.004,0.026,0.016,0.029,0.004
3807,0.048,0.021,-0.027,-0.034,0.037,-0.003,-0.034,-0.006,0.033,0.022,0.034,0.009
3808,0.055,0.031,-0.025,-0.042,0.04,0.003,-0.034,-0.001,0.028,0.02,0.034,0.01
3809,0.095,0.071,-0.025,-0.083,0.06,0.023,-0.029,0.006,0.033,0.019,0.038,0.011
3810,0.12,0.1,-0.02,-0.11,0.07,0.04,-0.025,0.01,0.045,0.015,0.05,0.015
3811,0.105,0.09,-0.015,-0.097,0.06,0.037,-0.021,0.018,0.038,0.015,0.047,0.019
3812,0.09,0.075,-0.015,-0.082,0.053,0.03,-0.02,0.024,0.031,0.012,0.042,0.021
3813,0.078,0.064,-0.013,-0.071,0.045,0.025,-0.019,0.023,0.029,0.01,0.038,0.018
3814,0.061,0.052,-0.009,-0.056,0.035,0.021,-0.014,0.02,0.023,0.009,0.034,0.014
3815,0.05,0.04,-0.01,-0.045,0.03,0.015,-0.01,0.02,0.015,0.005,0.03,0.01
3816,0.053,0.036,-0.018,-0.045,0.035,0.009,-0.01,0.016,0.011,0.005,0.026,0.01
3817,0.058,0.032,-0.026,-0.045,0.042,0.003,-0.007,0.015,0.007,0.002,0.025,0.007
3818,0.061,0.027,-0.034,-0.044,0.048,-0.003,-0.003,0.013,0.003,-0.002,0.024,0.005
3819,0.067,0.025,-0.042,-0.046,0.054,-0.008,0.001,0.01,0,-0.006,0.019,0.005
3820,0.065,0.02,-0.045,-0.042,0.055,-0.012,0,0.01,0,-0.01,0.015,0
3821,0.03,-0.01,-0.041,-0.01,0.036,-0.026,-0.004,0.006,-0.004,-0.014,0.015,-0.005
3822,-0.005,-0.045,-0.04,0.025,0.018,-0.042,-0.005,0.005,-0.005,-0.018,0.013,-0.005
3823,-0.018,-0.056,-0.038,0.037,0.01,-0.047,-0.005,0.003,-0.007,-0.022,0.007,-0.007
3824,-0.013,-0.048,-0.035,0.031,0.011,-0.041,-0.005,0,-0.01,-0.027,0.005,-0.01
3825,-0.01,-0.045,-0.035,0.028,0.013,-0.04,-0.005,0,-0.01,-0.035,0.005,-0.01
3826,-0.011,-0.042,-0.031,0.027,0.01,-0.037,-0.009,-0.008,-0.025,-0.038,-0.003,-0.025
3827,-0.002,-0.032,-0.03,0.017,0.014,-0.031,-0.01,-0.014,-0.042,-0.05,-0.011,-0.044
3828,-0.022,-0.05,-0.028,0.036,0.004,-0.039,-0.01,-0.016,-0.044,-0.072,-0.019,-0.053
3829,-0.053,-0.078,-0.025,0.066,-0.014,-0.051,-0.01,-0.022,-0.039,-0.086,-0.027,-0.055
3830,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,-0.01,-0.03,-0.04,-0.08,-0.035,-0.055
3831,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,-0.01,-0.034,-0.04,-0.08,-0.04,-0.055
3832,-0.042,-0.067,-0.025,0.055,-0.008,-0.046,-0.013,-0.038,-0.04,-0.077,-0.04,-0.058
3833,-0.04,-0.065,-0.025,0.053,-0.007,-0.045,-0.016,-0.042,-0.038,-0.074,-0.04,-0.061
3834,-0.039,-0.064,-0.025,0.052,-0.007,-0.045,-0.015,-0.045,-0.035,-0.075,-0.04,-0.06
3835,-0.035,-0.06,-0.025,0.048,-0.005,-0.042,-0.015,-0.045,-0.035,-0.075,-0.04,-0.06
3836,-0.035,-0.06,-0.025,0.048,-0.005,-0.042,-0.015,-0.045,-0.035,-0.071,-0.04,-0.064
3837,-0.032,-0.057,-0.025,0.045,-0.003,-0.041,-0.018,-0.044,-0.036,-0.07,-0.039,-0.065
3838,-0.03,-0.055,-0.025,0.043,-0.002,-0.04,-0.021,-0.047,-0.033,-0.068,-0.042,-0.065
3839,-0.029,-0.054,-0.025,0.042,-0.002,-0.04,-0.02,-0.05,-0.03,-0.064,-0.045,-0.065
3840,-0.025,-0.05,-0.025,0.038,0,-0.037,-0.02,-0.05,-0.03,-0.065,-0.045,-0.065
3841,-0.025,-0.05,-0.025,0.038,0,-0.037,-0.02,-0.05,-0.03,-0.066,-0.045,-0.069
3842,-0.022,-0.047,-0.025,0.035,0.002,-0.035,-0.02,-0.05,-0.03,-0.062,-0.045,-0.07
3843,-0.036,-0.061,-0.025,0.049,-0.005,-0.043,-0.02,-0.05,-0.03,-0.06,-0.045,-0.07
3844,-0.049,-0.074,-0.025,0.062,-0.012,-0.05,-0.02,-0.051,-0.029,-0.059,-0.045,-0.07
3845,-0.04,-0.065,-0.025,0.053,-0.007,-0.045,-0.02,-0.055,-0.025,-0.055,-0.045,-0.07
3846,-0.065,-0.09,-0.025,0.078,-0.019,-0.057,-0.02,-0.055,-0.025,-0.055,-0.049,-0.07
3847,-0.07,-0.095,-0.025,0.083,-0.022,-0.06,-0.02,-0.055,-0.025,-0.056,-0.05,-0.07
3848,-0.063,-0.088,-0.025,0.076,-0.019,-0.056,-0.02,-0.055,-0.025,-0.053,-0.05,-0.071
3849,-0.066,-0.091,-0.024,0.079,-0.021,-0.057,-0.021,-0.056,-0.024,-0.05,-0.05,-0.076
3850,-0.065,-0.09,-0.025,0.078,-0.02,-0.057,-0.02,-0.055,-0.02,-0.05,-0.05,-0.08
3851,-0.048,-0.086,-0.038,0.067,-0.005,-0.061,-0.004,-0.035,-0.02,-0.048,-0.05,-0.085
3852,-0.044,-0.084,-0.04,0.064,-0.001,-0.062,0.01,-0.019,-0.021,-0.066,-0.052,-0.116
3853,-0.028,-0.087,-0.059,0.058,0.016,-0.073,0.021,0.005,-0.018,-0.076,-0.044,-0.148
3854,-0.009,-0.081,-0.072,0.045,0.032,-0.077,0.033,0.045,-0.023,-0.077,-0.026,-0.154
3855,-0.025,-0.06,-0.035,0.043,0.005,-0.047,0.045,0.08,-0.02,-0.075,-0.01,-0.145
3856,-0.042,-0.047,-0.005,0.044,-0.019,-0.026,0.064,0.116,0.042,-0.021,0.007,-0.144
3857,-0.015,-0.004,0.011,0.009,-0.013,0.003,0.088,0.186,0.105,0.035,0.015,-0.113
3858,0.018,0.05,0.032,-0.034,-0.007,0.04,0.096,0.258,0.17,0.089,0.048,-0.069
3859,0.061,0.098,0.036,-0.08,0.012,0.066,0.096,0.313,0.251,0.16,0.11,-0.03
3860,0.135,0.14,0.005,-0.138,0.065,0.072,0.095,0.36,0.33,0.235,0.16,0.01
3861,0.165,0.148,-0.017,-0.156,0.091,0.065,0.056,0.383,0.389,0.287,0.207,0.049
3862,0.233,0.169,-0.064,-0.201,0.149,0.052,0.02,0.347,0.43,0.348,0.264,0.096
3863,0.322,0.214,-0.108,-0.268,0.215,0.053,-0.029,0.3,0.473,0.421,0.34,0.159
3864,0.419,0.27,-0.149,-0.344,0.283,0.06,-0.104,0.247,0.495,0.483,0.426,0.234
3865,0.525,0.32,-0.205,-0.422,0.365,0.057,-0.175,0.145,0.47,0.515,0.495,0.305
3866,0.551,0.34,-0.212,-0.445,0.381,0.064,-0.227,0.033,0.45,0.515,0.531,0.354
3867,0.578,0.367,-0.211,-0.472,0.395,0.077,-0.285,-0.085,0.417,0.521,0.567,0.399
3868,0.571,0.353,-0.218,-0.462,0.395,0.067,-0.358,-0.268,0.322,0.49,0.549,0.437
3869,0.508,0.289,-0.219,-0.398,0.363,0.034,-0.432,-0.485,0.142,0.372,0.477,0.45
3870,0.46,0.24,-0.22,-0.35,0.34,0.01,-0.5,-0.695,-0.09,0.19,0.42,0.435
3871,0.444,0.23,-0.214,-0.336,0.329,0.007,-0.566,-0.998,-0.288,0.032,0.375,0.423
3872,0.312,0.228,-0.083,-0.27,0.197,0.072,-0.577,-1.234,-0.399,-0.041,0.333,0.409
3873,0.176,0.203,0.027,-0.189,0.075,0.115,-0.584,-1.35,-0.455,-0.084,0.286,0.404
3874,0.099,0.16,0.062,-0.129,0.018,0.111,-0.6,-1.365,-0.502,-0.138,0.239,0.386
3875,0.015,0.125,0.11,-0.07,-0.048,0.117,-0.58,-1.32,-0.555,-0.2,0.195,0.33
3876,-0.012,0.082,0.093,-0.035,-0.053,0.087,-0.565,-1.285,-0.613,-0.286,0.132,0.281
3877,-0.031,0.037,0.068,-0.003,-0.05,0.053,-0.537,-1.193,-0.61,-0.311,0.066,0.239
3878,-0.043,0.008,0.05,0.017,-0.046,0.029,-0.507,-1.086,-0.586,-0.318,0.023,0.201
3879,-0.039,-0.009,0.03,0.023,-0.034,0.011,-0.475,-0.996,-0.559,-0.328,-0.001,0.167
3880,-0.04,-0.025,0.015,0.032,-0.027,-0.005,-0.425,-0.885,-0.495,-0.305,-0.025,0.14
3881,-0.045,-0.046,0,0.046,-0.023,-0.023,-0.38,-0.755,-0.438,-0.289,-0.034,0.116
3882,-0.039,-0.059,-0.02,0.049,-0.009,-0.039,-0.34,-0.648,-0.386,-0.265,-0.037,0.095
3883,-0.053,-0.074,-0.022,0.064,-0.015,-0.048,-0.3,-0.565,-0.333,-0.237,-0.043,0.075
3884,-0.078,-0.085,-0.007,0.082,-0.035,-0.046,-0.26,-0.485,-0.283,-0.214,-0.043,0.054
3885,-0.075,-0.075,0,0.075,-0.037,-0.037,-0.215,-0.405,-0.24,-0.19,-0.04,0.03
3886,-0.078,-0.067,0.012,0.072,-0.045,-0.027,-0.17,-0.34,-0.199,-0.165,-0.061,0.009
3887,-0.082,-0.059,0.023,0.07,-0.052,-0.018,-0.138,-0.28,-0.17,-0.147,-0.064,-0.002
3888,-0.075,-0.051,0.024,0.062,-0.049,-0.013,-0.111,-0.222,-0.151,-0.134,-0.059,-0.007
3889,-0.063,-0.043,0.02,0.053,-0.041,-0.011,-0.083,-0.166,-0.128,-0.121,-0.059,-0.011
3890,-0.055,-0.035,0.02,0.045,-0.037,-0.007,-0.055,-0.115,-0.095,-0.105,-0.055,-0.015
3891,-0.042,-0.026,0.016,0.033,-0.028,-0.005,-0.029,-0.09,-0.065,-0.093,-0.055,-0.023
3892,-0.043,-0.028,0.015,0.035,-0.029,-0.007,-0.02,-0.066,-0.052,-0.083,-0.052,-0.028
3893,-0.058,-0.044,0.013,0.051,-0.035,-0.015,-0.019,-0.049,-0.048,-0.078,-0.05,-0.032
3894,-0.065,-0.056,0.01,0.061,-0.037,-0.022,-0.014,-0.043,-0.044,-0.074,-0.049,-0.035
3895,-0.06,-0.05,0.01,0.055,-0.035,-0.02,-0.01,-0.035,-0.04,-0.07,-0.045,-0.035
3896,-0.056,-0.05,0.006,0.053,-0.031,-0.022,-0.006,-0.027,-0.032,-0.066,-0.045,-0.036
3897,-0.052,-0.047,0.005,0.049,-0.028,-0.021,-0.002,-0.019,-0.027,-0.062,-0.042,-0.032
3898,-0.048,-0.045,0.003,0.046,-0.025,-0.021,0.002,-0.011,-0.023,-0.058,-0.04,-0.045
3899,-0.044,-0.044,0,0.044,-0.021,-0.022,0.006,-0.003,-0.019,-0.054,-0.039,-0.061
3900,-0.04,-0.04,0,0.04,-0.02,-0.02,0.01,0.005,-0.015,-0.05,-0.035,-0.055
3901,-0.036,-0.04,-0.004,0.039,-0.016,-0.022,0.014,0.01,-0.015,-0.05,-0.035,-0.055
3902,-0.032,-0.037,-0.005,0.035,-0.013,-0.021,0.015,0.01,-0.015,-0.05,-0.032,-0.055
3903,-0.028,-0.035,-0.007,0.032,-0.01,-0.021,0.016,0.012,-0.015,-0.05,-0.03,-0.055
3904,-0.024,-0.034,-0.01,0.029,-0.006,-0.022,0.021,0.015,-0.015,-0.05,-0.029,-0.055
3905,-0.02,-0.03,-0.01,0.025,-0.005,-0.02,0.025,0.015,-0.015,-0.05,-0.025,-0.055
3906,-0.016,-0.03,-0.014,0.024,-0.001,-0.022,0.026,0.019,-0.011,-0.05,-0.025,-0.055
3907,-0.009,-0.027,-0.018,0.018,0.005,-0.022,0.022,0.02,-0.01,-0.051,-0.025,-0.055
3908,-0.003,-0.025,-0.022,0.014,0.01,-0.023,0.019,0.022,-0.01,-0.048,-0.025,-0.055
3909,0.001,-0.024,-0.026,0.012,0.014,-0.025,0.022,0.025,-0.01,-0.045,-0.025,-0.055
3910,0.005,-0.02,-0.025,0.008,0.015,-0.022,0.03,0.025,-0.01,-0.045,-0.025,-0.055
3911,0.002,-0.019,-0.021,0.009,0.011,-0.02,0.03,0.029,-0.01,-0.045,-0.024,-0.055
3912,-0.007,-0.027,-0.02,0.017,0.007,-0.023,0.03,0.031,-0.011,-0.045,-0.029,-0.055
3913,-0.026,-0.047,-0.02,0.036,-0.003,-0.033,0.03,0.027,-0.008,-0.045,-0.029,-0.055
3914,-0.041,-0.061,-0.02,0.051,-0.011,-0.04,0.03,0.018,-0.005,-0.045,-0.033,-0.055
3915,-0.035,-0.055,-0.02,0.045,-0.007,-0.037,0.03,0.015,-0.005,-0.045,-0.05,-0.055
3916,-0.034,-0.055,-0.02,0.044,-0.006,-0.037,0.03,0.03,-0.005,-0.045,-0.047,-0.055
3917,-0.038,-0.055,-0.017,0.047,-0.01,-0.036,0.03,0.046,-0.005,-0.042,-0.041,-0.055
3918,-0.04,-0.055,-0.014,0.048,-0.012,-0.035,0.03,0.051,-0.005,-0.039,-0.04,-0.055
3919,-0.04,-0.055,-0.015,0.048,-0.012,-0.035,0.03,0.05,-0.004,-0.04,-0.039,-0.055
3920,-0.04,-0.055,-0.015,0.048,-0.012,-0.035,0.03,0.05,0,-0.04,-0.035,-0.055
3921,-0.036,-0.051,-0.015,0.044,-0.01,-0.033,0.03,0.05,0,-0.04,-0.035,-0.055
3922,-0.035,-0.05,-0.015,0.043,-0.01,-0.032,0.03,0.05,0,-0.04,-0.033,-0.055
3923,-0.035,-0.05,-0.015,0.043,-0.01,-0.032,0.03,0.05,0,-0.04,-0.027,-0.055
3924,-0.036,-0.05,-0.014,0.043,-0.011,-0.032,0.03,0.05,0,-0.04,-0.025,-0.055
3925,-0.04,-0.05,-0.01,0.045,-0.015,-0.03,0.03,0.05,0,-0.04,-0.025,-0.055
3926,-0.041,-0.05,-0.01,0.045,-0.015,-0.03,0.03,0.05,0,-0.04,-0.021,-0.055
3927,-0.037,-0.047,-0.01,0.042,-0.013,-0.028,0.028,0.05,0,-0.037,-0.02,-0.055
3928,-0.033,-0.042,-0.01,0.038,-0.011,-0.026,0.038,0.05,0,-0.034,-0.018,-0.055
3929,-0.03,-0.04,-0.01,0.035,-0.01,-0.025,0.052,0.05,0,-0.035,-0.015,-0.055
3930,-0.03,-0.04,-0.01,0.035,-0.01,-0.025,0.05,0.05,0,-0.035,-0.015,-0.055
3931,-0.03,-0.036,-0.006,0.033,-0.012,-0.021,0.05,0.05,0,-0.035,-0.015,-0.055
3932,-0.03,-0.035,-0.005,0.033,-0.012,-0.02,0.05,0.05,0,-0.035,-0.015,-0.055
3933,-0.029,-0.034,-0.005,0.032,-0.011,-0.019,0.05,0.05,0,-0.035,-0.015,-0.055
3934,-0.024,-0.029,-0.005,0.027,-0.009,-0.016,0.05,0.05,0,-0.035,-0.014,-0.055
3935,-0.02,-0.025,-0.005,0.023,-0.007,-0.015,0.05,0.05,0,-0.035,-0.01,-0.055
3936,-0.02,-0.025,-0.005,0.023,-0.007,-0.015,0.05,0.05,0,-0.031,-0.01,-0.055
3937,-0.019,-0.023,-0.004,0.021,-0.007,-0.013,0.05,0.05,0,-0.03,-0.01,-0.055
3938,-0.009,-0.016,-0.007,0.013,-0.001,-0.011,0.05,0.05,0,-0.03,-0.01,-0.055
3939,-0.016,-0.027,-0.01,0.021,-0.003,-0.019,0.05,0.05,0,-0.03,-0.01,-0.055
3940,-0.05,-0.06,-0.01,0.055,-0.02,-0.035,0.05,0.05,0,-0.03,-0.01,-0.055
3941,-0.056,-0.066,-0.01,0.061,-0.023,-0.037,0.05,0.054,0,-0.03,-0.01,-0.055
3942,-0.051,-0.065,-0.013,0.058,-0.019,-0.039,0.05,0.059,0,-0.03,-0.007,-0.055
3943,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0,-0.03,-0.004,-0.055
3944,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0,-0.029,-0.005,-0.055
3945,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0,-0.025,-0.005,-0.055
3946,-0.05,-0.065,-0.015,0.058,-0.017,-0.04,0.05,0.06,0,-0.025,-0.005,-0.055
3947,-0.047,-0.065,-0.018,0.056,-0.014,-0.041,0.05,0.06,0,-0.025,-0.006,-0.055
3948,-0.044,-0.065,-0.021,0.054,-0.011,-0.042,0.05,0.06,0,-0.025,-0.003,-0.055
3949,-0.046,-0.066,-0.02,0.056,-0.013,-0.042,0.05,0.06,0,-0.025,0,-0.055
3950,-0.05,-0.07,-0.02,0.06,-0.015,-0.045,0.05,0.06,0,-0.025,0,-0.055
3951,-0.046,-0.07,-0.024,0.059,-0.011,-0.047,0.05,0.06,0,-0.025,0,-0.055
3952,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.059,0,-0.025,0,-0.055
3953,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.063,0,-0.025,0,-0.055
3954,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.072,0.001,-0.024,0,-0.054
3955,-0.045,-0.07,-0.025,0.058,-0.01,-0.047,0.05,0.075,0.005,-0.02,0,-0.05
3956,-0.041,-0.07,-0.029,0.055,-0.006,-0.049,0.05,0.074,0.005,-0.02,-0.007,-0.05
3957,-0.04,-0.071,-0.03,0.056,-0.005,-0.051,0.053,0.081,0.008,-0.017,-0.018,-0.047
3958,-0.037,-0.067,-0.03,0.052,-0.004,-0.048,0.055,0.088,0.011,-0.014,-0.019,-0.044
3959,-0.028,-0.058,-0.03,0.043,0.001,-0.044,0.055,0.091,0.01,-0.015,-0.014,-0.045
3960,-0.02,-0.05,-0.03,0.035,0.005,-0.04,0.055,0.095,0.01,-0.015,-0.015,-0.045
3961,-0.016,-0.042,-0.026,0.03,0.005,-0.034,0.053,0.095,0.014,-0.011,-0.016,-0.041
3962,-0.01,-0.034,-0.024,0.022,0.007,-0.029,0.068,0.098,0.016,-0.009,-0.012,-0.039
3963,-0.001,-0.026,-0.026,0.014,0.013,-0.025,0.075,0.1,0.014,-0.011,-0.009,-0.041
3964,0.006,-0.018,-0.024,0.006,0.015,-0.021,0.069,0.101,0.016,-0.009,-0.01,-0.039
3965,0.01,-0.01,-0.02,0,0.015,-0.015,0.07,0.105,0.02,-0.005,-0.01,-0.035
3966,0.014,-0.006,-0.02,-0.004,0.017,-0.012,0.071,0.105,0.02,-0.005,-0.006,-0.035
3967,0.016,-0.003,-0.02,-0.006,0.019,-0.011,0.067,0.108,0.019,-0.006,-0.005,-0.036
3968,0.011,-0.01,-0.02,0,0.016,-0.015,0.064,0.112,0.022,-0.003,-0.005,-0.033
3969,-0.004,-0.023,-0.019,0.014,0.007,-0.021,0.065,0.116,0.026,0,-0.005,-0.029
3970,-0.015,-0.03,-0.015,0.023,0,-0.022,0.065,0.12,0.025,0,-0.005,-0.03
3971,-0.007,-0.022,-0.015,0.015,0.004,-0.018,0.061,0.118,0.023,0,-0.001,-0.031
3972,-0.001,-0.016,-0.015,0.009,0.007,-0.016,0.06,0.135,0.038,0.003,0.003,-0.024
3973,0.002,-0.013,-0.015,0.006,0.009,-0.014,0.06,0.15,0.045,0.007,0.007,-0.017
3974,0.005,-0.009,-0.014,0.002,0.01,-0.011,0.06,0.149,0.039,0.011,0.011,-0.014
3975,0.005,-0.005,-0.01,0,0.008,-0.007,0.06,0.15,0.04,0.015,0.015,-0.01
3976,0.009,-0.001,-0.01,-0.004,0.01,-0.005,0.056,0.166,0.036,0.019,0.02,-0.002
3977,0.011,0.001,-0.011,-0.006,0.011,-0.005,0.053,0.173,0.033,0.024,0.018,0.004
3978,0.024,0.016,-0.008,-0.02,0.016,0.004,0.061,0.166,0.043,0.025,0.027,0.006
3979,0.054,0.049,-0.005,-0.051,0.029,0.022,0.081,0.177,0.066,0.035,0.051,0.012
3980,0.08,0.075,-0.005,-0.077,0.042,0.035,0.1,0.215,0.085,0.06,0.07,0.02
3981,0.077,0.072,-0.005,-0.074,0.041,0.033,0.097,0.221,0.09,0.066,0.075,0.025
3982,0.075,0.07,-0.006,-0.072,0.04,0.031,0.094,0.219,0.09,0.064,0.074,0.023
3983,0.071,0.068,-0.003,-0.07,0.037,0.032,0.095,0.221,0.09,0.068,0.077,0.017
3984,0.064,0.065,0,-0.065,0.031,0.032,0.095,0.219,0.089,0.069,0.079,0.016
3985,0.065,0.065,0,-0.065,0.032,0.032,0.095,0.22,0.09,0.07,0.08,0.025
3986,0.061,0.061,0,-0.061,0.03,0.03,0.091,0.232,0.106,0.095,0.1,0.033
3987,0.061,0.06,-0.001,-0.06,0.031,0.03,0.09,0.24,0.115,0.105,0.113,0.041
3988,0.056,0.058,0.002,-0.057,0.027,0.03,0.09,0.24,0.114,0.106,0.117,0.049
3989,0.049,0.055,0.005,-0.053,0.022,0.03,0.09,0.241,0.117,0.111,0.121,0.057
3990,0.05,0.055,0.005,-0.053,0.022,0.03,0.09,0.245,0.13,0.115,0.125,0.065
3991,0.043,0.052,0.009,-0.047,0.017,0.031,0.09,0.244,0.131,0.114,0.129,0.074
3992,0.034,0.044,0.01,-0.039,0.012,0.027,0.087,0.251,0.128,0.121,0.134,0.074
3993,0.058,0.07,0.012,-0.064,0.023,0.041,0.084,0.256,0.135,0.126,0.133,0.08
3994,0.116,0.131,0.015,-0.124,0.05,0.073,0.085,0.264,0.156,0.135,0.14,0.101
3995,0.16,0.175,0.015,-0.168,0.072,0.095,0.085,0.28,0.18,0.16,0.165,0.125
3996,0.146,0.165,0.019,-0.155,0.063,0.092,0.085,0.277,0.185,0.165,0.171,0.13
3997,0.132,0.152,0.02,-0.142,0.056,0.086,0.082,0.271,0.185,0.165,0.169,0.129
3998,0.126,0.147,0.021,-0.136,0.052,0.084,0.079,0.268,0.185,0.165,0.174,0.132
3999,0.111,0.138,0.027,-0.125,0.042,0.082,0.08,0.264,0.185,0.165,0.181,0.135
4000,0.105,0.13,0.025,-0.118,0.04,0.077,0.08,0.26,0.185,0.165,0.185,0.135
4001,0.12,0.122,0.001,-0.121,0.059,0.062,0.08,0.26,0.185,0.169,0.19,0.143
4002,0.096,0.115,0.019,-0.105,0.039,0.067,0.081,0.257,0.185,0.17,0.187,0.146
4003,0.045,0.104,0.059,-0.075,-0.007,0.081,0.078,0.253,0.185,0.187,0.202,0.16
4004,0.053,0.129,0.076,-0.091,-0.012,0.103,0.075,0.249,0.185,0.207,0.221,0.176
4005,0.125,0.195,0.07,-0.16,0.027,0.132,0.075,0.245,0.185,0.2,0.21,0.165
4006,0.123,0.188,0.066,-0.156,0.028,0.126,0.071,0.241,0.186,0.195,0.2,0.155
4007,0.1,0.162,0.062,-0.131,0.018,0.112,0.07,0.237,0.182,0.195,0.206,0.161
4008,0.127,0.185,0.058,-0.156,0.034,0.121,0.068,0.249,0.195,0.193,0.227,0.182
4009,0.162,0.217,0.055,-0.19,0.053,0.136,0.065,0.26,0.211,0.19,0.24,0.196
4010,0.145,0.2,0.055,-0.173,0.045,0.127,0.065,0.245,0.2,0.19,0.23,0.19
4011,0.14,0.191,0.051,-0.165,0.044,0.121,0.061,0.232,0.191,0.186,0.226,0.186
4012,0.138,0.185,0.047,-0.162,0.046,0.116,0.059,0.224,0.187,0.181,0.219,0.182
4013,0.131,0.174,0.043,-0.153,0.044,0.108,0.061,0.215,0.182,0.18,0.213,0.178
4014,0.124,0.163,0.039,-0.143,0.042,0.1,0.059,0.202,0.173,0.179,0.208,0.174
4015,0.12,0.155,0.035,-0.138,0.042,0.095,0.055,0.19,0.165,0.175,0.2,0.17
4016,0.112,0.147,0.035,-0.13,0.038,0.091,0.055,0.182,0.162,0.176,0.196,0.171
4017,0.107,0.139,0.032,-0.123,0.037,0.085,0.052,0.172,0.151,0.164,0.187,0.162
4018,0.101,0.131,0.03,-0.116,0.035,0.08,0.05,0.158,0.14,0.148,0.174,0.149
4019,0.094,0.123,0.029,-0.108,0.032,0.076,0.049,0.148,0.133,0.136,0.162,0.137
4020,0.09,0.115,0.025,-0.103,0.032,0.07,0.045,0.14,0.125,0.12,0.15,0.125
4021,0.082,0.107,0.025,-0.095,0.028,0.066,0.045,0.128,0.113,0.107,0.138,0.117
4022,0.073,0.099,0.026,-0.087,0.023,0.062,0.042,0.115,0.104,0.099,0.125,0.106
4023,0.069,0.091,0.023,-0.08,0.022,0.057,0.039,0.106,0.096,0.091,0.116,0.095
4024,0.062,0.082,0.02,-0.072,0.021,0.051,0.04,0.098,0.088,0.083,0.107,0.088
4025,0.05,0.07,0.02,-0.06,0.015,0.045,0.04,0.09,0.08,0.075,0.095,0.08
4026,0.046,0.062,0.016,-0.054,0.015,0.038,0.036,0.082,0.072,0.067,0.087,0.068
4027,0.039,0.055,0.016,-0.047,0.011,0.035,0.035,0.077,0.067,0.059,0.076,0.059
4028,0.033,0.044,0.011,-0.039,0.011,0.027,0.035,0.072,0.062,0.051,0.065,0.051
4029,0.01,0.033,0.023,-0.022,-0.007,0.028,0.035,0.063,0.053,0.043,0.059,0.043
4030,-0.035,0.025,0.06,0.005,-0.048,0.042,0.035,0.055,0.045,0.035,0.055,0.035
4031,-0.034,0.017,0.05,0.008,-0.043,0.034,0.035,0.051,0.041,0.031,0.051,0.027
4032,-0.024,0.011,0.035,0.006,-0.029,0.023,0.035,0.047,0.037,0.028,0.047,0.019
4033,-0.014,0.01,0.025,0.002,-0.019,0.017,0.035,0.043,0.033,0.021,0.043,0.011
4034,-0.002,0.009,0.012,-0.004,-0.007,0.01,0.035,0.039,0.029,0.014,0.039,0.003
4035,0.005,0.005,0,-0.005,0.002,0.002,0.035,0.035,0.025,0.01,0.035,-0.005
4036,0.01,0.005,-0.005,-0.007,0.007,0,0.035,0.031,0.021,0.006,0.031,-0.013
4037,0.006,0.002,-0.005,-0.003,0.005,-0.001,0.035,0.026,0.016,0.001,0.027,-0.024
4038,0.008,0.001,-0.007,-0.004,0.007,-0.003,0.035,0.025,0.015,0,0.023,-0.035
4039,0.008,-0.003,-0.011,-0.003,0.009,-0.007,0.034,0.024,0.014,-0.001,0.02,-0.042
4040,-0.01,-0.02,-0.01,0.015,0,-0.015,0.03,0.02,0.01,-0.005,0.02,-0.05
4041,-0.025,-0.031,-0.006,0.028,-0.009,-0.019,0.03,0.016,0.006,-0.005,0.016,-0.062
4042,-0.05,-0.052,-0.002,0.051,-0.024,-0.027,0.03,0.012,0.002,-0.008,0.015,-0.071
4043,-0.062,-0.06,0.002,0.061,-0.032,-0.029,0.03,0.008,0,-0.011,0.013,-0.079
4044,-0.06,-0.054,0.006,0.057,-0.032,-0.024,0.03,0.005,-0.001,-0.01,0.01,-0.087
4045,-0.06,-0.055,0.005,0.057,-0.032,-0.025,0.03,0.005,-0.005,-0.01,0.01,-0.09
4046,-0.045,-0.051,-0.006,0.048,-0.019,-0.029,0.03,0.001,-0.009,-0.014,0.006,-0.09
4047,-0.028,-0.049,-0.021,0.039,-0.004,-0.035,0.03,-0.003,-0.01,-0.015,0.001,-0.089
4048,-0.027,-0.051,-0.023,0.039,-0.002,-0.037,0.03,-0.007,-0.011,-0.017,0,-0.092
4049,-0.046,-0.049,-0.003,0.047,-0.021,-0.026,0.03,-0.011,-0.016,-0.02,-0.001,-0.095
4050,-0.05,-0.045,0.005,0.047,-0.027,-0.02,0.03,-0.015,-0.02,-0.02,-0.005,-0.095
4051,0.002,-0.045,-0.046,0.022,0.025,-0.046,0.03,-0.015,-0.02,-0.024,-0.005,-0.095
